RowNumber,CustomerId,CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male
2895,15644119,8.097758867857014,0.17567567567567569,3,0.0,1,1,1,42589.33,0,0,0,1
2896,15646859,8.531600939554693,0.3918918918918919,7,0.4279159319227978,1,1,1,66799.28,0,1,0,1
2897,15606836,9.213025029190485,0.20270270270270271,2,0.3766191683643347,1,0,1,101866.39,0,0,0,0
2898,15664150,8.082480041244379,0.14864864864864866,9,0.6784197918764547,2,1,0,49284.0,0,1,0,0
2899,15624510,8.86209524338727,0.4594594594594595,6,0.5571228541436883,1,1,0,27445.4,1,0,0,1
2900,15810944,8.368209391204644,0.22972972972972974,7,0.0,2,1,0,70760.69,0,0,0,0
2901,15668575,8.554437239434941,0.10810810810810811,8,0.5923138354700109,3,0,1,104502.02,1,0,1,0
2902,15603246,7.926408444489703,0.7432432432432432,2,0.6785292785608691,2,1,1,165407.96,0,0,0,1
2903,15804002,8.840822729402928,0.20270270270270271,1,0.5113902222213011,1,1,1,113580.79,0,0,0,0
2904,15728773,8.281635498845707,0.3918918918918919,7,0.0,2,1,1,45978.39,0,0,0,0
2905,15598044,8.942014036741272,0.22972972972972974,3,0.0,1,1,1,152012.36,0,0,0,0
2906,15694829,8.793659344316357,0.1891891891891892,7,0.6993038488256328,1,0,1,77349.92,0,1,0,1
2907,15600575,9.290907210902539,0.3108108108108108,6,0.0,2,1,0,47322.05,0,0,1,1
2908,15727311,8.138223044397703,0.05405405405405406,0,0.4020992347928994,2,1,1,38772.65,0,0,0,0
2909,15570769,7.9051293932705065,0.6891891891891891,9,0.3719470323588354,1,1,1,24489.44,0,0,0,1
2910,15606274,8.40611799196616,0.2702702702702703,6,0.25180119944316837,2,1,1,14466.08,0,1,0,1
2911,15746139,8.415541898951927,0.20270270270270271,2,0.5558100103512148,1,0,0,63142.12,0,0,0,1
2912,15704987,8.657946521559833,0.4594594594594595,8,0.1957517891028983,1,1,0,41858.43,0,0,0,0
2913,15628972,8.874809888144785,0.1891891891891892,1,0.4938507901754055,3,1,1,127443.82,1,1,0,1
2914,15697686,9.232618931318727,0.2972972972972973,6,0.0,2,1,1,84151.98,0,0,0,0
2915,15733883,8.453028103720161,0.13513513513513514,7,0.0,2,0,0,58595.64,0,0,0,1
2916,15617482,7.878368425460935,0.4594594594594595,1,0.523884059858726,1,1,0,37240.11,1,1,0,0
2917,15704583,8.66683102909851,0.5135135135135135,2,0.0,1,1,0,114522.68,1,0,0,1
2918,15621083,8.870575722479128,0.527027027027027,6,0.5433500111539311,2,1,1,72549.27,1,0,0,1
2919,15649487,8.329954185503958,0.2702702702702703,4,0.4509816714826327,2,1,0,176712.59,1,1,0,0
2920,15736760,8.133187014000045,0.32432432432432434,9,0.0,1,0,0,152855.96,0,0,1,0
2921,15714658,8.86209524338727,0.20270270270270271,4,0.0,2,1,1,73371.65,0,0,0,0
2922,15599081,7.973873099354774,0.3783783783783784,8,0.40966896160907407,1,1,1,70323.68,0,1,0,0
2923,15705113,8.815159819493001,0.21621621621621623,6,0.3318649416581848,1,0,0,9663.28,0,0,1,1
2924,15631159,8.900130452996748,0.3108108108108108,4,0.287976046370062,2,1,1,142514.66,0,1,0,1
2925,15792818,7.931710391518468,0.14864864864864866,6,0.5900862776595868,1,1,0,118623.94,0,1,0,0
2926,15633531,8.950343817092747,0.7837837837837838,9,0.5519757444147941,1,1,1,68400.14,0,0,0,0
2927,15744529,7.989569740454013,0.6081081081081081,8,0.0,2,1,1,115291.86,0,0,0,1
2928,15669656,8.581680854052413,0.1891891891891892,6,0.44475958346275174,1,1,1,170382.99,0,0,0,1
2929,15581198,8.741624638856289,0.28378378378378377,0,0.4866708630583836,1,1,0,112946.67,1,1,0,0
2930,15729054,9.061309792166986,0.1891891891891892,4,0.38305126196855466,1,1,1,79812.77,0,1,0,1
2931,15573452,8.719759553451878,0.32432432432432434,7,0.4620635812731775,1,1,0,19862.78,0,1,0,1
2932,15776733,8.608752581806055,0.25675675675675674,7,0.4962718528467076,2,1,0,158610.89,0,1,0,0
2933,15724858,8.828009924884206,0.4864864864864865,9,0.0,1,1,0,191212.63,1,0,0,0
2934,15713144,8.377718728240055,0.3783783783783784,8,0.0,1,1,0,61931.21,0,0,1,1
2935,15690188,8.577152261731758,0.20270270270270271,7,0.0,1,1,1,58043.02,1,0,0,1
2936,15689425,8.823730714361636,0.22972972972972974,8,0.4025076077701508,2,1,0,22247.27,0,0,1,1
2937,15671766,8.429638310387759,0.35135135135135137,10,0.4726111705354154,1,1,1,31448.52,0,0,0,1
2938,15782806,8.954502899390718,0.13513513513513514,6,0.0,2,1,0,146875.86,0,0,1,1
2939,15764419,9.0041133460937,0.12162162162162163,5,0.0,2,1,1,116081.93,0,0,0,1
2940,15591915,8.107912808108656,0.28378378378378377,2,0.0,1,0,1,73669.94,1,0,0,0
2941,15772798,8.925307759554338,0.13513513513513514,5,0.0,2,1,1,93959.96,0,0,1,0
2942,15792008,8.217965764877086,0.10810810810810811,9,0.0,2,0,1,158918.03,0,0,1,0
2943,15715541,9.472682371859094,0.32432432432432434,9,0.4516220510088379,1,1,1,198193.75,0,0,0,0
2944,15639277,8.785029643636324,0.3108108108108108,9,0.0,1,0,0,13160.03,0,0,0,0
2945,15798850,8.320335292207616,0.1891891891891892,7,0.0,2,1,0,4660.91,0,0,0,1
2946,15776348,9.416629684594712,0.02702702702702703,4,0.49568101534770553,1,0,0,180197.74,1,1,0,1
2947,15727696,8.396672907616813,0.32432432432432434,1,0.5868888439923955,2,1,1,63023.02,0,0,0,1
2948,15793813,9.181500317246648,0.24324324324324326,7,0.4132681520214044,1,0,1,118971.74,0,0,0,1
2949,15694395,8.527018983281595,0.14864864864864866,1,0.5529744766092081,2,0,0,154700.61,0,0,0,0
2950,15764195,8.036293432685742,0.28378378378378377,4,0.4459983732837504,1,1,1,97577.17,0,0,1,1
2951,15744919,9.020529268209403,0.25675675675675674,0,0.6088537381850934,1,1,1,48990.5,0,0,1,0
2952,15671655,9.137797144320912,0.17567567567567569,7,0.5738038898582288,2,1,1,140262.96,1,1,0,1
2953,15654901,9.01643088996776,0.44594594594594594,10,0.564201026799367,1,1,0,130189.53,0,0,0,1
2954,15649136,8.662391053409024,0.33783783783783783,6,0.0,2,1,1,16301.91,0,0,0,0
2955,15775562,8.133187014000045,0.20270270270270271,5,0.0,2,1,0,126962.41,0,0,0,0
2956,15807481,8.325147517278273,0.3783783783783784,1,0.0,1,1,1,158750.53,0,0,0,0
2957,15642885,9.25213001836548,0.16216216216216217,8,0.0,2,1,0,199644.2,0,0,0,1
2958,15789109,8.819447349264111,0.3108108108108108,10,0.0,1,1,1,144272.71,1,0,0,0
2959,15814004,8.382465312104411,0.14864864864864866,2,0.0,2,0,1,98320.27,0,0,0,1
2960,15673619,8.092672334566455,0.0945945945945946,9,0.6479137405948368,1,1,0,64129.03,0,0,0,1
2961,15595135,9.197289686814337,0.14864864864864866,7,0.4911534400281804,1,1,0,181221.09,0,1,0,0
2962,15583681,8.50864173023001,0.17567567567567569,7,0.3055651400136207,2,1,1,163809.08,0,0,1,1
2963,15605000,8.193212706006458,0.2702702702702703,9,0.5591074447796712,3,1,1,171457.06,1,0,0,1
2964,15718071,8.684545602717154,0.44594594594594594,3,0.0,2,0,1,15801.02,0,0,0,0
2965,15679760,8.966957022393517,0.3783783783783784,1,0.4613997659368392,2,0,0,102950.79,0,0,0,1
2966,15654574,7.931710391518468,0.24324324324324326,5,0.5226924206557332,2,1,0,174918.46,0,1,0,1
2967,15577178,7.994788272140553,0.36486486486486486,5,0.2725220825714536,1,1,0,193160.25,1,0,0,1
2968,15595324,8.334755312898645,0.28378378378378377,5,0.4696460622717375,3,0,0,5831.0,1,1,0,0
2969,15756932,8.86209524338727,0.24324324324324326,7,0.0,2,1,1,82298.59,0,0,1,0
2970,15726358,8.79796785031895,0.21621621621621623,7,0.0,2,0,0,130686.59,0,0,0,1
2971,15595228,9.34083863427597,0.36486486486486486,7,0.0,1,0,1,52885.23,1,0,0,1
2972,15782530,8.79796785031895,0.16216216216216217,2,0.4427814097747815,1,1,0,68985.99,0,0,1,1
2973,15592877,8.622224830047669,0.32432432432432434,9,0.5287308085924448,1,1,0,35367.19,0,0,1,1
2974,15651983,8.39194238666761,0.5135135135135135,9,0.5136846199187886,1,1,1,196241.94,1,0,0,0
2975,15746737,8.267029409449643,0.5540540540540541,9,0.27552856221424404,1,1,1,170705.53,0,1,0,1
2976,15774179,7.867612960312844,0.25675675675675674,6,0.0,2,1,1,126477.41,0,0,0,1
2977,15667265,8.999999999999998,0.28378378378378377,4,0.48388028780928544,1,1,1,159618.17,0,0,0,1
2978,15655123,7.963374241789241,0.36486486486486486,9,0.5235404542139002,3,1,0,195395.33,1,0,1,0
2979,15595917,8.339550915402608,0.22972972972972974,1,0.40692748996215955,1,0,1,168285.85,0,0,0,0
2980,15668385,8.626706236691351,0.2972972972972973,1,0.6172352687100966,1,1,1,138052.51,0,0,0,1
2981,15709476,9.472682371859094,0.3108108108108108,3,0.39835269371719806,2,1,0,71179.31,0,0,1,0
2982,15711218,8.50864173023001,0.28378378378378377,2,0.485074716989675,2,1,0,55556.3,0,1,0,1
2983,15798659,8.072261977200592,0.33783783783783783,3,0.0,2,1,0,31705.19,0,0,1,0
2984,15663939,8.05688620287555,0.22972972972972974,8,0.5531439478076537,1,1,1,186118.93,0,1,0,1
2985,15694946,8.719759553451878,0.22972972972972974,9,0.0,2,1,1,195580.28,0,0,0,1
2986,15631912,9.435387960633067,0.16216216216216217,8,0.5432154146729454,1,1,0,54113.38,0,0,0,1
2987,15768816,8.291344341849696,0.32432432432432434,0,0.42988198913750203,2,1,0,127528.84,0,1,0,1
2988,15682268,8.776382955329126,0.10810810810810811,1,0.43184330339063165,1,0,0,60231.74,1,1,0,0
2989,15684801,8.832284990891333,0.3918918918918919,1,0.3741437409906149,3,1,0,156878.42,1,0,0,1
2990,15636428,8.891706282839353,0.36486486486486486,1,0.0,1,1,0,182784.11,1,0,1,0
2991,15809823,7.889094604023808,0.013513513513513514,2,0.5016387330808297,1,0,0,129690.5,0,1,0,1
2992,15699284,8.358678392762462,0.4189189189189189,8,0.6883808481762456,1,1,0,113860.81,0,0,0,1
2993,15786993,9.321697517861576,0.44594594594594594,5,0.0,2,0,1,184524.74,0,0,0,0
2994,15709441,9.065367701259413,0.5540540540540541,8,0.0,1,1,1,36124.98,0,0,1,0
2995,15710257,8.549879733383484,0.28378378378378377,3,0.5212750722813394,1,0,1,121316.07,0,0,0,0
2996,15582492,8.118041379299232,0.14864864864864866,2,0.44786048391201383,1,1,0,185630.76,0,0,0,0
2997,15575694,8.999999999999998,0.36486486486486486,7,0.36305999778635223,2,1,0,71133.12,0,0,1,0
2998,15756820,8.684545602717154,0.10810810810810811,7,0.42327344939134454,1,0,1,32020.42,0,0,0,0
2999,15766289,9.08963921656376,0.3918918918918919,5,0.5686369712898173,2,1,0,162760.96,0,0,0,1
3000,15593014,8.067143230122717,0.20270270270270271,1,0.44971785157870275,1,0,1,175178.56,0,0,0,1
3001,15584545,8.102839019043893,0.2972972972972973,5,0.0,2,0,1,177099.71,0,0,0,0
3002,15675949,8.86209524338727,0.33783783783783783,4,0.0,2,1,1,66406.37,0,0,1,0
3003,15672091,9.228706804184547,0.1891891891891892,2,0.4158518305181199,2,0,0,59559.81,0,1,0,0
3004,15801658,8.339550915402608,0.5,6,0.4157295099376803,1,0,1,175750.21,0,0,0,1
3005,15706185,8.415541898951927,0.3918918918918919,5,0.5587412004611115,2,1,1,174311.3,0,1,0,1
3006,15789863,8.806572225338611,0.28378378378378377,4,0.0,2,1,0,171716.81,0,0,0,1
3007,15720943,9.073472638702365,0.36486486486486486,1,0.4581904947941214,1,1,0,189362.39,1,0,0,0
3008,15697997,8.443687733567566,0.20270270270270271,5,0.6564592819339518,1,0,1,180716.1,1,0,0,1
3009,15665416,9.201228569388713,0.5945945945945946,10,0.47468097505246054,1,0,1,116977.89,0,0,0,1
3010,15660200,8.198175283056287,0.17567567567567569,1,0.0,2,1,1,185105.44,0,0,0,1
3011,15619653,8.732891741295964,0.3918918918918919,2,0.0,1,1,0,35046.97,1,0,0,1
3012,15773447,8.072261977200592,0.16216216216216217,8,0.0,1,1,0,36251.0,0,0,1,1
3013,15739160,9.468966136730026,0.3108108108108108,9,0.4602078875929267,1,1,0,103174.5,0,0,0,0
3014,15689237,7.780490361481425,0.12162162162162163,4,0.0,2,1,0,122642.09,0,0,0,0
3015,15679297,8.563537711445838,0.33783783783783783,3,0.7370586599523336,1,1,0,122937.57,0,0,1,1
3016,15591433,8.767719195546437,0.33783783783783783,8,0.34260077468106676,2,1,0,8757.39,0,1,0,1
3017,15642725,9.271559159881985,0.1891891891891892,10,0.4547049361754807,1,0,1,125782.29,0,0,0,1
3018,15701962,8.387206526527143,0.14864864864864866,2,0.6653329246149303,2,1,0,122487.73,0,0,1,0
3019,15811613,8.377718728240055,0.12162162162162163,8,0.0,1,1,0,20066.38,0,0,0,0
3020,15741049,8.325147517278273,0.14864864864864866,7,0.0,2,1,1,55473.15,0,0,0,1
3021,15724423,8.296190248471227,0.2702702702702703,6,0.4272404783950329,2,0,0,38962.94,0,0,0,0
3022,15574305,8.793659344316357,0.24324324324324326,3,0.4634356523001032,1,1,1,63795.8,0,0,0,1
3023,15678168,8.65349742184445,0.12162162162162163,7,0.0,2,1,1,163060.43,0,0,1,0
3024,15697020,8.517840268993503,0.28378378378378377,2,0.3629703199414551,1,1,0,26578.69,0,0,0,1
3025,15610801,8.65349742184445,0.3108108108108108,5,0.4904350208485047,1,0,1,5066.76,0,1,0,1
3026,15745232,9.121800967815442,0.28378378378378377,6,0.0,2,1,1,140497.67,0,0,0,0
3027,15722758,8.363446607369193,0.2972972972972973,7,0.0,2,0,0,146156.98,0,0,0,1
3028,15792102,9.181500317246648,0.32432432432432434,3,0.5491538417052119,1,0,0,199316.19,0,0,0,0
3029,15675185,8.866337510786456,0.40540540540540543,2,0.43096764905623636,2,1,1,103944.37,0,1,0,0
3030,15801247,8.457690558114923,0.28378378378378377,10,0.41976298026023234,2,1,0,138021.36,0,0,1,1
3031,15725660,8.776382955329126,0.02702702702702703,1,0.3211253222374072,1,0,0,68621.98,0,0,0,1
3032,15638963,8.785029643636324,0.05405405405405406,4,0.6969080155213617,1,1,1,28149.06,0,0,0,0
3033,15800061,7.910459893465202,0.36486486486486486,3,0.355359181889348,3,1,0,135169.76,1,0,1,0
3034,15578006,9.232618931318727,0.9054054054054054,10,0.0,2,1,1,116537.96,0,0,0,0
3035,15668504,9.165656454330222,0.24324324324324326,2,0.3579148011848157,1,1,1,105922.69,0,0,0,1
3036,15687491,9.348473160465197,0.36486486486486486,9,0.4033819069726677,1,0,0,88211.12,1,1,0,1
3037,15610403,8.702188201949959,0.33783783783783783,1,0.4228267341532971,2,1,0,26900.63,0,0,0,1
3038,15741094,8.849344009597905,0.04054054054054054,1,0.0,2,1,1,3494.02,0,0,0,1
3039,15807909,9.061309792166986,0.3918918918918919,9,0.0,2,1,0,113163.17,0,0,0,1
3040,15666141,9.39402064277681,0.10810810810810811,8,0.4043090164616239,2,1,1,19324.5,0,0,1,0
3041,15617134,8.946180865879617,0.2702702702702703,4,0.0,2,1,0,189678.7,0,0,0,1
3042,15783029,8.754691361801425,0.21621621621621623,7,0.42488860716317134,2,1,1,26387.71,0,0,0,1
3043,15622833,9.416629684594712,0.14864864864864866,10,0.5198134429799764,2,0,0,106276.55,0,1,0,0
3044,15746422,8.59974760391409,0.2702702702702703,1,0.0,1,1,0,45015.38,0,0,0,0
3045,15750839,8.657946521559833,0.14864864864864866,2,0.1794442915049692,1,1,1,173495.77,0,0,1,1
3046,15749130,8.531600939554693,0.12162162162162163,1,0.2961299147394864,1,1,1,52581.96,0,1,0,1
3047,15779862,8.697784259800093,0.17567567567567569,3,0.530107782008225,1,0,1,146339.27,1,1,0,0
3048,15767871,9.22087258411689,0.40540540540540543,7,0.0,2,1,1,182609.97,0,0,1,1
3049,15679651,9.216950477057539,0.25675675675675674,1,0.5448015168230257,1,1,0,197890.65,0,0,1,0
3050,15576219,8.504034993146382,0.1891891891891892,4,0.0,2,1,1,6225.63,0,0,0,1
3051,15699247,9.248234384213015,0.35135135135135137,5,0.0,2,1,1,123977.86,1,0,0,0
3052,15619087,9.133803351354011,0.47297297297297297,1,0.4086135928735049,1,1,1,170195.4,0,0,0,1
3053,15605327,8.467000076426181,0.22972972972972974,2,0.0,2,1,1,114190.3,0,0,0,1
3054,15610140,8.43900978926739,0.21621621621621623,5,0.0,2,1,0,27022.57,0,0,0,0
3055,15791174,8.143252849784721,0.6621621621621622,1,0.35226258597664095,1,0,1,59457.0,0,0,1,1
3056,15602373,9.329363390985687,0.35135135135135137,4,0.4585493257441697,2,1,0,165038.41,0,0,0,1
3057,15762605,8.815159819493001,0.5405405405405406,1,0.4176856826610358,1,1,1,154181.41,0,0,0,1
3058,15598840,8.793659344316357,0.20270270270270271,1,0.49056603021569434,1,1,0,134960.98,0,0,0,1
3059,15744279,8.793659344316357,0.5405405405405406,8,0.0,2,1,1,65708.5,0,0,1,0
3060,15670619,8.577152261731758,0.20270270270270271,8,0.0,2,0,0,117374.22,0,0,0,0
3061,15599533,8.28649276418149,0.33783783783783783,7,0.0,2,1,1,77703.19,0,0,0,0
3062,15757837,8.358678392762462,0.20270270270270271,3,0.3519814758255035,2,1,1,177651.38,0,1,0,1
3063,15697574,8.349125609133615,0.2972972972972973,9,0.0,3,1,1,60954.45,0,0,0,0
3064,15578738,8.476289167887185,0.1891891891891892,7,0.28645969365490187,1,1,1,151924.9,0,0,0,1
3065,15762228,7.968627128696236,0.22972972972972974,6,0.43861206755300525,2,1,0,26318.73,0,0,1,1
3066,15614827,7.952847627744924,0.32432432432432434,8,0.4162250896369917,1,1,1,147557.71,0,0,0,1
3067,15789815,7.952847627744924,0.13513513513513514,5,0.0,2,1,0,125918.17,0,0,0,0
3068,15579781,9.30632783208048,0.17567567567567569,10,0.5526287984097448,1,1,0,190803.37,0,1,0,1
3069,15587013,8.675697358584907,0.17567567567567569,7,0.4088314901081949,1,1,1,11043.54,0,0,0,0
3070,15570932,8.732891741295964,0.33783783783783783,7,0.549150214734596,2,1,1,119100.05,1,0,0,1
3071,15794661,8.767719195546437,0.1891891891891892,2,0.0,2,1,0,140579.17,0,0,1,1
3072,15581654,9.275435230216411,0.1891891891891892,7,0.0,2,0,1,37731.95,0,0,0,1
3073,15644296,9.045041696510271,0.16216216216216217,8,0.4193317693251471,1,1,0,1852.58,0,0,0,0
3074,15614420,8.097758867857014,0.1891891891891892,0,0.4367120132321454,2,1,1,172049.84,0,1,0,0
3075,15609653,8.499423259599258,0.35135135135135137,6,0.47316366577362146,1,1,0,133591.11,1,1,0,0
3076,15594577,8.222898518621491,0.22972972972972974,10,0.0,2,1,1,192751.18,0,0,0,1
3077,15584114,8.785029643636324,0.33783783783783783,2,0.6113764357472788,2,1,1,193828.27,0,1,0,0
3078,15673367,8.372966759705925,0.20270270270270271,6,0.5285148244851127,1,1,0,55775.72,0,1,0,1
3079,15685576,8.077374240743945,0.24324324324324326,6,0.0,2,1,1,102280.29,0,0,1,0
3080,15774727,9.113781797995872,0.21621621621621623,1,0.515739318701071,2,0,0,44965.44,0,1,0,0
3081,15694288,7.7639360766563055,0.13513513513513514,3,0.0,2,1,0,170661.02,0,0,1,1
3082,15603319,8.849344009597905,0.14864864864864866,2,0.60324389077653,1,0,0,197145.89,0,0,0,1
3083,15759066,7.846013365124443,0.35135135135135137,5,0.5453867345104141,1,1,0,192359.9,1,0,0,0
3084,15814816,7.7528605465318225,0.2972972972972973,4,0.3650568244660611,1,1,0,141210.18,1,0,0,1
3085,15724402,9.165656454330222,0.16216216216216217,8,0.0,2,1,0,100557.03,0,0,0,0
3086,15571059,9.020529268209403,0.4864864864864865,3,0.0,1,1,0,130805.54,1,0,0,0
3087,15674206,8.946180865879617,0.05405405405405406,8,0.0,2,1,1,92606.98,0,0,0,0
3088,15715160,7.600138501631068,0.24324324324324326,2,0.6597749707859474,2,1,1,123956.83,0,0,0,1
3089,15730448,8.133187014000045,0.0945945945945946,5,0.24903716883615973,1,1,1,102758.43,0,1,0,1
3090,15662067,9.057248245324262,0.2972972972972973,8,0.2716465079506982,1,1,0,94876.65,0,0,0,1
3091,15779581,9.020529268209403,0.33783783783783783,3,0.2226136117656376,2,0,1,94811.85,1,0,1,0
3092,15662901,8.68896297153722,0.25675675675675674,2,0.0,2,0,1,67840.81,0,0,0,1
3093,15689751,8.732891741295964,0.17567567567567569,2,0.3172181581772902,1,0,0,4050.57,0,0,0,0
3094,15667742,8.558989894493099,0.3108108108108108,5,0.40207862881698303,1,0,1,134665.25,0,0,1,1
3095,15738448,7.829735282337727,0.0945945945945946,3,0.6948253372514713,2,0,0,181647.13,0,1,0,0
3096,15680243,9.25213001836548,0.013513513513513514,7,0.5715089740220821,1,1,0,33282.84,0,0,0,1
3097,15745083,8.494806516018663,0.5540540540540541,8,0.36435414873026734,1,0,0,27965.0,1,1,0,1
3098,15708228,7.807925321779707,0.16216216216216217,3,0.5355418209839701,1,1,0,68343.53,0,1,0,1
3099,15628523,8.138223044397703,0.08108108108108109,3,0.0,2,1,1,198161.07,0,0,0,0
3100,15708196,8.86209524338727,0.5675675675675675,8,0.35387599004838977,1,1,1,196858.4,0,0,1,1
3101,15735549,9.321697517861576,0.22972972972972974,3,0.3858716501189786,2,1,1,120511.03,0,1,0,1
3102,15809347,9.137797144320912,0.1891891891891892,9,0.6404210171548138,1,1,0,30886.35,0,1,0,1
3103,15660866,8.617738760127533,0.14864864864864866,3,0.0,2,1,0,2743.69,0,0,0,0
3104,15766609,8.684545602717154,0.3918918918918919,10,0.0,2,1,0,167778.62,0,0,0,0
3105,15654230,8.072261977200592,0.17567567567567569,5,0.5800650375616649,1,1,0,132404.64,0,1,0,1
3106,15794566,8.785029643636324,0.13513513513513514,4,0.0,2,1,1,144423.17,1,0,0,0
3107,15800890,8.213027082338556,0.36486486486486486,6,0.0,2,1,1,181204.5,0,0,0,0
3108,15697424,8.42024594794657,0.16216216216216217,2,0.47577129821912956,1,1,1,182726.22,1,0,1,0
3109,15724536,8.24257059961711,0.13513513513513514,1,0.0,2,1,1,120880.72,0,0,1,0
3110,15735878,9.472682371859094,0.3918918918918919,10,0.535602004782101,1,0,0,26812.89,1,1,0,0
3111,15707596,8.173302025563112,0.7567567567567568,8,0.45790998249528325,2,1,1,66732.63,1,1,0,0
3112,15657163,8.540750116473754,0.32432432432432434,1,0.5951917768684489,2,1,0,100834.22,0,1,0,1
3113,15622478,8.870575722479128,0.2972972972972973,7,0.41874268552622307,3,1,0,107815.31,1,0,0,0
3114,15779529,8.527018983281595,0.1891891891891892,7,0.0,2,1,1,34665.79,0,0,0,1
3115,15636023,8.52243209752116,0.2972972972972973,10,0.0,1,1,1,147093.84,1,0,0,0
3116,15582066,8.247473974122565,0.04054054054054054,4,0.0,1,1,1,36942.35,0,0,0,1
3117,15666675,9.097700985061499,0.28378378378378377,7,0.6180310101204836,1,1,1,16460.77,0,0,0,0
3118,15732987,8.966957022393517,0.33783783783783783,3,0.353921944961797,1,0,0,45610.63,0,0,1,1
3119,15789432,7.668766490569058,0.20270270270270271,6,0.0,2,1,0,184954.11,0,0,0,1
3120,15663161,8.793659344316357,0.44594594594594594,5,0.5705100026867482,1,0,0,47795.43,1,1,0,0
3121,15694879,8.387206526527143,0.06756756756756757,7,0.0,2,1,0,196789.9,0,0,1,0
3122,15593715,8.590723727817716,0.12162162162162163,3,0.42657765947919335,1,1,0,173425.68,0,1,0,1
3123,15575002,8.776382955329126,0.14864864864864866,4,0.5608688770807303,1,1,0,36221.18,0,0,0,1
3124,15622171,8.626706236691351,0.16216216216216217,8,0.3226990289164816,2,1,0,174738.2,0,0,0,1
3125,15795224,9.125805270773935,0.28378378378378377,6,0.7117848525670323,1,1,0,67131.3,1,0,0,1
3126,15685346,9.028714870948004,0.10810810810810811,4,0.5416108588152265,1,1,1,165692.03,0,0,1,0
3127,15691808,8.68896297153722,0.33783783783783783,7,0.5377476169706992,1,1,0,194691.95,0,0,0,1
3128,15721007,9.18940178441408,0.20270270270270271,8,0.4588729232653784,1,0,0,129525.5,1,1,0,1
3129,15794253,9.405338750883029,0.21621621621621623,6,0.5507819130867039,2,0,1,146511.2,0,0,1,0
3130,15694453,8.577152261731758,0.25675675675675674,9,0.5241948633407293,2,1,1,51752.18,0,1,0,1
3131,15813113,9.263797281695542,0.5135135135135135,5,0.0,1,1,0,35418.69,1,0,1,0
3132,15614187,8.65349742184445,0.28378378378378377,3,0.5059264500578701,2,0,1,57995.74,0,1,0,0
3133,15619407,8.504034993146382,0.28378378378378377,4,0.5329139412739252,1,1,1,108152.75,0,0,0,1
3134,15646227,8.80227214056056,0.12162162162162163,1,0.3901711647147254,1,1,0,166144.98,0,0,0,0
3135,15660541,8.85359850256564,0.21621621621621623,5,0.5097688467855614,1,1,0,101737.8,0,0,0,1
3136,15753874,8.85359850256564,0.25675675675675674,10,0.5732824430827672,1,0,1,33326.71,0,0,0,1
3137,15617877,8.467000076426181,0.35135135135135137,0,0.0,2,1,1,81140.09,0,0,0,1
3138,15772073,8.724141342909673,0.40540540540540543,10,0.0,1,1,0,140173.17,1,0,0,1
3139,15701537,9.109766915626984,0.5675675675675675,2,0.0,1,1,1,166513.49,1,0,0,1
3140,15736228,8.64012259771169,0.2972972972972973,3,0.5165315128544821,1,1,1,103232.6,0,0,0,0
3141,15780572,8.675697358584907,0.16216216216216217,4,0.0,2,1,0,120736.04,0,0,1,1
3142,15769596,8.921121404456349,0.08108108108108109,2,0.44004894576917664,2,0,0,15832.43,1,1,0,0
3143,15586996,8.866337510786456,0.7837837837837838,7,0.0,2,0,1,188772.45,0,0,0,0
3144,15722061,8.52243209752116,0.3108108108108108,8,0.5660296576988689,2,1,0,114323.66,0,1,0,0
3145,15638003,8.65349742184445,0.5,1,0.32431522296562726,1,0,1,181534.04,0,0,1,1
3146,15775590,7.840594845883629,0.40540540540540543,2,0.27632522033149,1,0,0,102640.52,1,1,0,0
3147,15730688,8.18326947693415,0.13513513513513514,8,0.46535029421706636,2,1,1,158585.17,1,0,0,0
3148,15753102,9.093671887552684,0.35135135135135137,6,0.3342804642315133,1,1,0,178722.24,0,0,1,1
3149,15810075,8.65349742184445,0.28378378378378377,6,0.5209082699673002,2,1,1,153955.38,1,0,0,0
3150,15723373,8.631182992158436,0.21621621621621623,8,0.46812420931542364,1,1,0,65374.86,0,0,1,0
3151,15795298,8.305865114670475,0.22972972972972974,9,0.8245131718619301,2,0,1,102986.15,0,1,0,0
3152,15584320,8.819447349264111,0.28378378378378377,3,0.44518322160204565,1,0,0,136643.84,0,0,0,0
3153,15724161,8.63565510849861,0.2972972972972973,9,0.5471753890195019,4,1,0,77063.63,1,0,0,0
3154,15750056,8.887488205222109,0.14864864864864866,6,0.5947370504095907,1,1,1,9633.01,0,0,0,0
3155,15609637,8.67126646028684,0.44594594594594594,7,0.0,2,0,1,43496.36,0,0,0,1
3156,15794493,8.622224830047669,0.1891891891891892,7,0.0,2,1,1,24267.28,0,0,1,1
3157,15569641,8.84508542183266,0.3108108108108108,8,0.520933778332071,1,1,0,59354.24,1,1,0,0
3158,15815236,8.310694107104096,0.21621621621621623,5,0.0,2,0,0,28269.86,0,0,1,1
3159,15811177,8.631182992158436,0.17567567567567569,3,0.6693932185773117,1,1,0,143162.34,0,0,0,0
3160,15680587,9.412869049336715,0.06756756756756757,4,0.5231399330301797,1,1,0,20199.3,0,0,0,1
